Station,mean_temp,lat,lon,mean_psal,mean_cphl,mean_doxy
0001,4.650865030674846,55.7287,16.6685,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,55.0333,13.6657,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,60.403,26.9512,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,58.5938,18.2365,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,54.647,18.483,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,54.656,18.521,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,53.848,14.623,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,54.574,16.704,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,53.923,14.282,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,54.797,18.419,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,54.373,19.585,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,53.673,14.525,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,54.113,15.065,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,54.3318,19.5203,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,54.567,18.683,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,58.5833,18.2333,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,63.5248,19.808,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,63.4965,19.821,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,64.7083,22.0668,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,65.73,22.4467,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,65.1665,23.2335,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,58.8033,17.6237,6.79155625,3.334761904761905,7.815377358490566
0001,4.650865030674846,63.525,19.8093,6.79155625,3.334761904761905,7.815377358490566
0002,7.600334693877551,60.5952,21.0943,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,58.5938,18.2365,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,54.719,18.484,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,54.656,18.521,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,53.981,14.498,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,53.848,14.623,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,54.594,16.868,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,54.964,16.59,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,53.943,14.235,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,54.843,18.344,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,54.373,19.585,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,54.204,15.557,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,53.762,14.406,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,54.167,15.291,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,54.2892,19.427,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,54.72,18.646,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,53.968,14.505,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,58.8833,20.3167,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,63.5257,19.8083,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,65.7287,22.4463,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,58.8033,17.6237,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,64.7088,22.0698,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,59.5392,24.6863,6.604753073770492,6.2248214285714285,7.872405063291139
0002,7.600334693877551,55.92,20.97,6.604753073770492,6.2248214285714285,7.872405063291139
0003,8.279963559322034,55.7303,16.6933,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,55.1173,14.135,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,60.1955,24.8485,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,57.9982,19.8797,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,54.728,18.403,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,54.656,18.521,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,54.04,14.728,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,54.016,14.639,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,54.675,17.05,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,53.848,14.623,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,53.964,14.245,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,54.817,17.83,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,54.373,19.585,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,54.295,16.125,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,53.778,14.533,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,54.204,15.557,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,54.3005,19.2965,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,54.483,18.577,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,53.968,14.505,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,58.5833,18.2333,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,65.1667,23.2337,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,62.653,18.9522,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,55.308,14.3218,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,59.5298,24.9702,6.767569237288136,6.398305084745763,7.636966292134831
0003,8.279963559322034,55.82,21.02,6.767569237288136,6.398305084745763,7.636966292134831
0004,7.3119440000000004,60.2557,21.9533,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,57.3123,20.0763,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,54.647,18.483,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,54.656,18.521,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,54.016,14.639,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,54.04,14.728,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,53.848,14.623,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,54.574,16.704,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,54.006,14.233,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,54.779,17.555,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,54.451,16.361,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,53.785,14.31,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,54.295,16.125,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,54.3662,19.45,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,54.517,18.572,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,58.5833,18.2333,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,62.6527,18.954,7.493776,4.8197368421052635,7.451625
0004,7.3119440000000004,62.0998,18.5483,7.493776,4.8197368421052635,7.451625
0005,7.257934426229508,55.7602,16.6852,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,60.403,26.9512,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,57.3123,20.0763,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,54.728,18.403,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,54.656,18.521,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,53.981,14.498,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,53.848,14.623,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,54.594,16.868,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,53.923,14.282,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,54.794,18.437,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,54.373,19.585,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,54.167,15.291,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,54.451,16.361,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,54.3662,19.6665,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,54.49,18.818,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,58.5833,18.2333,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,62.0998,18.5482,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,62.8637,18.2638,7.3833166666666665,11.687586206896551,7.63030303030303
0005,7.257934426229508,55.5027,14.4892,7.3833166666666665,11.687586206896551,7.63030303030303
0006,7.762401459854015,55.3167,14.9078,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,60.1958,24.9938,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,56.632,19.5848,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,54.719,18.484,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,54.733,18.536,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,53.848,14.623,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,53.981,14.498,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,54.675,17.05,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,53.943,14.235,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,54.574,16.704,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,54.373,19.585,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,54.113,15.065,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,53.673,14.525,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,54.3938,19.64,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,54.416,19.496,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,58.5833,18.2333,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,62.8635,18.2633,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,62.6528,18.9523,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,55.7028,14.7343,7.045125925925926,10.64725,7.560652173913043
0006,7.762401459854015,58.8033,17.6237,7.045125925925926,10.64725,7.560652173913043
0007,6.5333565217391305,55.7413,16.685,7.323217391304348,5.054571428571428,7.45
0007,6.5333565217391305,60.4753,21.8053,7.323217391304348,5.054571428571428,7.45
0007,6.5333565217391305,55.5553,18.4,7.323217391304348,5.054571428571428,7.45
0007,6.5333565217391305,54.647,18.483,7.323217391304348,5.054571428571428,7.45
0007,6.5333565217391305,54.493,18.591,7.323217391304348,5.054571428571428,7.45
